Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1016/j.rec.2020.05.018,Impact of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers on COVID-19 in a western population. CARDIOVID registry.,"INTRODUCTION AND OBJECTIVES: Coronavirus disease (COVID-19) has been designated a global pandemic by the World Health Organization. It is unclear whether previous treatment with angiotensin-converting enzyme inhibitors (ACEI) and angiotensin receptor blockers (ARB) affects the prognosis of COVID-19 patients. The aim of this study was to evaluate the clinical implications of previous treatment with ACEI/ARB on the prognosis of patients with COVID-19 infection. METHODS: Single-center, retrospective, observational cohort study based on all the inhabitants of our health area. Analyses of main outcomes (mortality, heart failure, hospitalization, intensive care unit [ICU] admission, and major acute cardiovascular events [a composite of mortality and heart failure]) were adjusted by multivariate logistic regression and propensity score matching models. RESULTS: Of the total population, 447 979 inhabitants, 965 patients (0.22%) were diagnosed with COVID-19 infection, and 210 (21.8%) were under ACEI or ARB treatment at the time of diagnosis. Treatment with ACEI/ARB (combined and individually) had no effect on mortality (OR, 0.62; 95%CI, 0.17-2.26; P=.486), heart failure (OR, 1.37; 95%CI, 0.39-4.77; P=.622), hospitalization rate (OR, 0.85; 95%CI, 0.45-1.64; P=.638), ICU admission (OR, 0.87; 95%CI, 0.30-2.50; P=.798), or major acute cardiovascular events (OR, 1.06; 95%CI, 0.39-2.83; P=.915). This neutral effect remained in a subgroup analysis of patients requiring hospitalization. CONCLUSIONS: Previous treatment with ACEI/ARB in patients with COVID-19 had no effect on mortality, heart failure, requirement for hospitalization, or ICU admission. Withdrawal of ACEI/ARB in patients testing positive for COVID-19 would not be justified, in line with current recommendations of scientific societies and government agencies. INTRODUCCIÓN Y OBJETIVOS: La Organización Mundial de la Salud calificó la enfermedad de coronavirus (COVID-19) como una pandemia global. No está claro si el tratamiento previo con inhibidores de la enzima de conversión de la angiotensina (IECA) y antagonistas de los receptores de angiotensina (ARA-II) tiene un impacto en el pronóstico de los pacientes infectados con COVID-19. El objetivo fue evaluar la implicación clínica del tratamiento previo con IECA/ARA-II en el pronóstico de la COVID-19. MÉTODOS: Estudio observacional, retrospectivo, unicéntrico, de cohortes basado en todos los habitantes del área de salud. El análisis de los resultados principales (mortalidad, insuficiencia cardiaca, hospitalización, ingreso en la unidad de cuidados intensivos (UCI) y eventos cardiovasculares agudos mayores [un compuesto de mortalidad e insuficiencia cardiaca]), se ajustó mediante modelos de regresión logística multivariada y modelos de coincidencia de puntaje de propensión. RESULTADOS: De una población total, 447.979 habitantes, 965 pacientes (0,22%), fueron diagnosticados de infección por COVID-19, 210 (21,8%) estaban bajo tratamiento con IECA o ARA-II en el momento del diagnóstico. El tratamiento con IECA/ARA-II (combinado e individualmente) no tuvo efecto sobre la mortalidad (OR = 0,62; IC95%, 0,17-2,26; p = 0,486), insuficiencia cardiaca (OR = 1,37; IC95%, 0,39-4,77; p = 0,622), tasa de hospitalización (OR = 0,85; IC95%, 0,45-1,64; p = 0,638), ingreso en UCI (OR = 0,87; IC95%, 0,30-2,50; p = 0,798) y cardiopatía aguda grave eventos (OR = 1,06; IC95%, 0,39-2,83; p = 0,915). En el análisis del subgrupos de pacientes que requirieron hospitalización, el efecto se mantuvo neutral. CONCLUSIONES: El tratamiento previo con IECA/ARA-II en pacientes con COVID-19 no tuvo efecto sobre la mortalidad, la aparición de insuficiencia cardíaca, ni en la necesidad de hospitalización ni ingreso en UCI. La supresión de IECA/ARA-II en pacientes con COVID-19 no estaría justificada en ningún caso, de acuerdo a las recomendaciones actuales de las sociedades científicas y las agencias gubernamentales.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1056/NEJMoa2006923,Renin-Angiotensin-Aldosterone System Blockers and the Risk of Covid-19.,"BACKGROUND: A potential association between the use of angiotensin-receptor blockers (ARBs) and angiotensin-converting-enzyme (ACE) inhibitors and the risk of coronavirus disease 2019 (Covid-19) has not been well studied. METHODS: We carried out a population-based case-control study in the Lombardy region of Italy. A total of 6272 case patients in whom infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was confirmed between February 21 and March 11, 2020, were matched to 30,759 beneficiaries of the Regional Health Service (controls) according to sex, age, and municipality of residence. Information about the use of selected drugs and patients' clinical profiles was obtained from regional databases of health care use. Odds ratios and 95% confidence intervals for associations between drugs and infection, with adjustment for confounders, were estimated by means of logistic regression. RESULTS: Among both case patients and controls, the mean (±SD) age was 68±13 years, and 37% were women. The use of ACE inhibitors and ARBs was more common among case patients than among controls, as was the use of other antihypertensive and non-antihypertensive drugs, and case patients had a worse clinical profile. Use of ARBs or ACE inhibitors did not show any association with Covid-19 among case patients overall (adjusted odds ratio, 0.95 [95% confidence interval {CI}, 0.86 to 1.05] for ARBs and 0.96 [95% CI, 0.87 to 1.07] for ACE inhibitors) or among patients who had a severe or fatal course of the disease (adjusted odds ratio, 0.83 [95% CI, 0.63 to 1.10] for ARBs and 0.91 [95% CI, 0.69 to 1.21] for ACE inhibitors), and no association between these variables was found according to sex. CONCLUSIONS: In this large, population-based study, the use of ACE inhibitors and ARBs was more frequent among patients with Covid-19 than among controls because of their higher prevalence of cardiovascular disease. However, there was no evidence that ACE inhibitors or ARBs affected the risk of COVID-19.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1038/s41440-020-00535-8,"Renin-angiotensin system inhibitors and the severity of coronavirus disease 2019 in Kanagawa, Japan: a retrospective cohort study.","Since the beginning of the coronavirus disease 2019 (COVID-19) outbreak initiated on the Diamond Princess Cruise Ship at Yokohama harbor in February 2020, we have been doing our best to treat COVID-19 patients. In animal experiments, angiotensin converting enzyme inhibitors (ACEIs) and angiotensin II type-1 receptor blockers (ARBs) are reported to suppress the downregulation of angiotensin converting enzyme 2 (ACE2), and they may inhibit the worsening of pathological conditions. We aimed to examine whether preceding use of ACEIs and ARBs affected the clinical manifestations and prognosis of COVID-19 patients. One hundred fifty-one consecutive patients (mean age 60 ± 19 years) with polymerase-chain-reaction proven severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection who were admitted to six hospitals in Kanagawa Prefecture, Japan, were analyzed in this multicenter retrospective observational study. Among all COVID-19 patients, in the multiple regression analysis, older age (age ≥ 65 years) was significantly associated with the primary composite outcome (odds ratio (OR) 6.63, 95% confidence interval (CI) 2.28-22.78, P < 0.001), which consisted of (i) in-hospital death, (ii) extracorporeal membrane oxygenation, (iii) mechanical ventilation, including invasive and noninvasive methods, and (iv) admission to the intensive care unit. In COVID-19 patients with hypertension, preceding ACEI/ARB use was significantly associated with a lower occurrence of new-onset or worsening mental confusion (OR 0.06, 95% CI 0.002-0.69, P = 0.02), which was defined by the confusion criterion, which included mild disorientation or hallucination with an estimation of medical history of mental status, after adjustment for age, sex, and diabetes. In conclusion, older age was a significant contributor to a worse prognosis in COVID-19 patients, and ACEIs/ARBs could be beneficial for the prevention of confusion in COVID-19 patients with hypertension.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1080/22221751.2020.1746200,Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension.,"The dysfunction of the renin-angiotensin system (RAS) has been observed in coronavirus infection disease (COVID-19) patients, but whether RAS inhibitors, such as angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin II type 1 receptor blockers (ARBs), are associated with clinical outcomes remains unknown. COVID-19 patients with hypertension were enrolled to evaluate the effect of RAS inhibitors. We observed that patients receiving ACEI or ARB therapy had a lower rate of severe diseases and a trend toward a lower level of IL-6 in peripheral blood. In addition, ACEI or ARB therapy increased CD3 and CD8 T cell counts in peripheral blood and decreased the peak viral load compared to other antihypertensive drugs. This evidence supports the benefit of using ACEIs or ARBs to potentially contribute to the improvement of clinical outcomes of COVID-19 patients with hypertension.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1016/j.archger.2020.104204,Clinical course and prognostic factors of COVID-19 infection in an elderly hospitalized population.,"INTRODUCTION: Older subjects have a higher risk of COVID-19 infection and a greater mortality. However, there is a lack of studies evaluating the characteristics of this infection at advanced age. PATIENTS AND METHODS: We studied 404 patients ≥ 75 years (mean age 85.2 ± 5.3 years, 55 % males), with PCR-confirmed COVID-19 infection, attended in two hospitals in Madrid (Spain). Patients were followed-up until they were discharged from the hospital or until death. RESULTS: Symptoms started 2-7 days before admission, and consisted of fever (64 %), cough (59 %), and dyspnea (57 %). A total of 145 patients (35.9 %) died a median of 9 days after hospitalization. In logistic regression analysis, predictive factors of death were age (OR 1.086; 1.015-1.161 per year, p = 0.016), heart rate (1.040; 1.018-1.061 per beat, p < 0.0001), a decline in renal function during hospitalization (OR 7.270; 2.586-20.441, p < 0.0001) and worsening dyspnea during hospitalization (OR 73.616; 30.642-176.857, p < 0.0001). Factors predicting survival were a female sex (OR 0.271; 0.128-0.575, p = 0.001), previous treatment with RAAS inhibitors (OR 0.459; 0.222-0.949, p = 0.036), a higher oxygen saturation at admission (OR 0.901; 0.842-0.963 per percentage point increase, p = 0.002), and a greater platelet count (OR 0.995; 0.991-0.999 per 10 CONCLUSION: Elderly patients with COVID-19 infection have a similar clinical course to younger individuals. Previous treatment with RAAS inhibitors, and demographic, clinical and laboratory data influence prognosis.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1093/cid/ciaa677,Long-term ACE Inhibitor/ARB Use Is Associated With Severe Renal Dysfunction and Acute Kidney Injury in Patients With Severe COVID-19: Results From a Referral Center Cohort in the Northeast of France.,"BACKGROUND: In patients with severe coronavirus disease 2019 (COVID-19), data are scarce and conflicting regarding whether chronic use of angiotensin-converting enzyme inhibitor (ACEI) or angiotensin receptor blocker (ARB) influences disease outcomes. In patients with severe COVID-19, we assessed the association between chronic ACEI/ARB use and the occurrence of kidney, lung, heart, and liver dysfunctions and the severity of the inflammatory reaction as evaluated by biomarkers kinetics, and their association with disease outcomes. METHODS: We performed a retrospective longitudinal cohort study on consecutive patients with newly diagnosed severe COVID-19. Independent predictors were assessed through receiver operating characteristic analysis, time-series analysis, logistic regression analysis, and multilevel modeling for repeated measures. RESULTS: On the 149 patients included in the study 30% (44/149) were treated with ACEI/ARB. ACEI/ARB use was independently associated with the following biochemical variations: phosphorus >40 mg/L (odds ratio [OR], 3.35, 95% confidence interval [CI], 1.83-6.14), creatinine >10.1 mg/L (OR, 3.22, 2.28-4.54), and urea nitrogen (UN) >0.52 g/L (OR, 2.65, 95% CI, 1.89-3.73). ACEI/ARB use was independently associated with acute kidney injury stage ≥1 (OR, 3.28, 95% CI, 2.17-4.94). The daily dose of ACEI/ARB was independently associated with altered kidney markers with an increased risk of +25 to +31% per each 10 mg increment of lisinopril-dose equivalent. In multivariable multilevel modeling, UN >0.52 g/L was independently associated with the risk of acute respiratory failure (OR, 3.54, 95% CI, 1.05-11.96). CONCLUSIONS: Patients chronically treated with ACEI/ARB who have severe COVID-19 are at increased risk of acute kidney injury. In these patients, the increase in UN associated with ACEI/ARB use could predict the development of acute respiratory failure.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1161/HYPERTENSIONAHA.120.15289,Clinical Features of COVID-19 in Patients With Essential Hypertension and the Impacts of Renin-angiotensin-aldosterone System Inhibitors on the Prognosis of COVID-19 Patients.,"Hypertension is one of the most common comorbidities in patients with coronavirus disease 2019 (COVID-19). This study aimed to clarify the impact of hypertension on COVID-19 and investigate whether the prior use of renin-angiotensin-aldosterone system (RAAS) inhibitors affects the prognosis of COVID-19. A total of 996 patients with COVID-19 were enrolled, including 282 patients with hypertension and 714 patients without hypertension. Propensity score-matched analysis (1:1 matching) was used to adjust the imbalanced baseline variables between the 2 groups. Patients with hypertension were further divided into the RAAS inhibitor group (n=41) and non-RAAS inhibitor group (n=241) according to their medication history. The results showed that COVID-19 patients with hypertension had more severe secondary infections, cardiac and renal dysfunction, and depletion of CD8",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1056/NEJMoa2008975,Renin-Angiotensin-Aldosterone System Inhibitors and Risk of Covid-19.,"BACKGROUND: There is concern about the potential of an increased risk related to medications that act on the renin-angiotensin-aldosterone system in patients exposed to coronavirus disease 2019 (Covid-19), because the viral receptor is angiotensin-converting enzyme 2 (ACE2). METHODS: We assessed the relation between previous treatment with ACE inhibitors, angiotensin-receptor blockers, beta-blockers, calcium-channel blockers, or thiazide diuretics and the likelihood of a positive or negative result on Covid-19 testing as well as the likelihood of severe illness (defined as intensive care, mechanical ventilation, or death) among patients who tested positive. Using Bayesian methods, we compared outcomes in patients who had been treated with these medications and in untreated patients, overall and in those with hypertension, after propensity-score matching for receipt of each medication class. A difference of at least 10 percentage points was prespecified as a substantial difference. RESULTS: Among 12,594 patients who were tested for Covid-19, a total of 5894 (46.8%) were positive; 1002 of these patients (17.0%) had severe illness. A history of hypertension was present in 4357 patients (34.6%), among whom 2573 (59.1%) had a positive test; 634 of these patients (24.6%) had severe illness. There was no association between any single medication class and an increased likelihood of a positive test. None of the medications examined was associated with a substantial increase in the risk of severe illness among patients who tested positive. CONCLUSIONS: We found no substantial increase in the likelihood of a positive test for Covid-19 or in the risk of severe Covid-19 among patients who tested positive in association with five common classes of antihypertensive medications.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1001/jama.2020.6775,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area.","IMPORTANCE: There is limited information describing the presenting characteristics and outcomes of US patients requiring hospitalization for coronavirus disease 2019 (COVID-19). OBJECTIVE: To describe the clinical characteristics and outcomes of patients with COVID-19 hospitalized in a US health care system. DESIGN, SETTING, AND PARTICIPANTS: Case series of patients with COVID-19 admitted to 12 hospitals in New York City, Long Island, and Westchester County, New York, within the Northwell Health system. The study included all sequentially hospitalized patients between March 1, 2020, and April 4, 2020, inclusive of these dates. EXPOSURES: Confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection by positive result on polymerase chain reaction testing of a nasopharyngeal sample among patients requiring admission. MAIN OUTCOMES AND MEASURES: Clinical outcomes during hospitalization, such as invasive mechanical ventilation, kidney replacement therapy, and death. Demographics, baseline comorbidities, presenting vital signs, and test results were also collected. RESULTS: A total of 5700 patients were included (median age, 63 years [interquartile range {IQR}, 52-75; range, 0-107 years]; 39.7% female). The most common comorbidities were hypertension (3026; 56.6%), obesity (1737; 41.7%), and diabetes (1808; 33.8%). At triage, 30.7% of patients were febrile, 17.3% had a respiratory rate greater than 24 breaths/min, and 27.8% received supplemental oxygen. The rate of respiratory virus co-infection was 2.1%. Outcomes were assessed for 2634 patients who were discharged or had died at the study end point. During hospitalization, 373 patients (14.2%) (median age, 68 years [IQR, 56-78]; 33.5% female) were treated in the intensive care unit care, 320 (12.2%) received invasive mechanical ventilation, 81 (3.2%) were treated with kidney replacement therapy, and 553 (21%) died. As of April 4, 2020, for patients requiring mechanical ventilation (n = 1151, 20.2%), 38 (3.3%) were discharged alive, 282 (24.5%) died, and 831 (72.2%) remained in hospital. The median postdischarge follow-up time was 4.4 days (IQR, 2.2-9.3). A total of 45 patients (2.2%) were readmitted during the study period. The median time to readmission was 3 days (IQR, 1.0-4.5) for readmitted patients. Among the 3066 patients who remained hospitalized at the final study follow-up date (median age, 65 years [IQR, 54-75]), the median follow-up at time of censoring was 4.5 days (IQR, 2.4-8.1). CONCLUSIONS AND RELEVANCE: This case series provides characteristics and early outcomes of sequentially hospitalized patients with confirmed COVID-19 in the New York City area.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1371/journal.pone.0238281,"Characteristics and outcomes of a cohort of COVID-19 patients in the Province of Reggio Emilia, Italy.","This is a population-based prospective cohort study on archive data describing the age- and sex-specific prevalence of COVID-19 and its prognostic factors. All 2653 symptomatic patients tested positive for SARS-CoV-2 from February 27 to April 2, 2020 in the Reggio Emilia province, Italy, were included. COVID-19 cumulative incidence, hospitalization and death rates, and adjusted hazard ratios (HR) with 95% confidence interval (95% CI) were calculated according to sociodemographic and clinical characteristics. Females had higher prevalence of infection than males below age 50 (2.61 vs. 1.84 ‰), but lower in older ages (16.49 vs. 20.86 ‰ over age 80). Case fatality rate reached 20.7% in cases with more than 4 weeks follow up. After adjusting for age and comorbidities, men had a higher risk of hospitalization (HR 1.4 95% CI 1.2 to 1.6) and of death (HR 1.6, 95% CI 1.2 to 2.1). Patients over age 80 compared to age < 50 had HR 7.1 (95% CI 5.4 to 9.3) and HR 27.8 (95% CI 12.5 to 61.7) for hospitalization and death, respectively. Immigrants had a higher risk of hospitalization (HR 1.3, 95% CI 0.99 to 1.81) than Italians and a similar risk of death. Risk of hospitalization and of death were higher in patients with heart failure, arrhythmia, dementia, coronary heart disease, diabetes, and hypertension, while COPD increased the risk of hospitalization (HR 1.9, 95% CI 1.4 to 2.5) but not of death (HR 1.1, 95% CI 0.7 to 1.7). Previous use of ACE inhibitors had no effect on risk of death (HR 0.97, 95% CI 0.69 to 1.34). Identified susceptible populations and fragile patients should be considered when setting priorities in public health planning and clinical decision making.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1161/JAHA.120.016948,Could Anti-Hypertensive Drug Therapy Affect the Clinical Prognosis of Hypertensive Patients With COVID-19 Infection? Data From Centers of Southern Italy.,"BACKGROUND Coronavirus disease 2019 (COVID-19) is the cause of a pandemic disease, with severe acute respiratory syndrome by binding target epithelial lung cells through angiotensin-converting enzyme 2 in humans. Thus, patients with hypertension with COVID-19 could have worse prognosis. Indeed, angiotensin-converting enzyme inhibitors and/or angiotensin receptor blockers may interfere with angiotensin-converting enzyme 2 expression/activity. Thus, patients with hypertension undergoing angiotensin-converting enzyme inhibitor and/or angiotensin receptor blockers drug therapy may be at a higher risk of contracting a serious COVID-19 infection and should be monitored. Moreover, in the present study we investigated the effects of angiotensin-converting enzyme inhibitor versus angiotensin receptor blockers versus calcium channel blockers on clinical outcomes as mechanical ventilation, intensive care unit admissions, heart injury, and death in 62 patients with hypertension hospitalized for COVID-19 infection. METHODS AND RESULTS The multicenter study was prospectively conducted at Department of Infectious Diseases of Sant'Anna Hospital of Caserta, and of University of Campania ""Luigi Vanvitelli"" of Naples, at Department of Advanced Surgical and Medical Sciences of University of Campania ""Luigi Vanvitelli,"" Naples, and at General Medical Assistance Unit ""FIMG,"" Naples, Italy. Lowest values of left ventricle ejection fraction predicted deaths (1.142, 1.008-1.294,",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.14744/AnatolJCardiol.2020.57431,Association between chronic ACE inhibitor exposure and decreased odds of severe disease in patients with COVID-19.,"OBJECTIVE: Coronavirus disease 2019 (COVID-19) is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Renin-angiotensin-aldosterone-system (RAAS) inhibitors may increase the expression of angiotensin-converting enzyme 2, which is the receptor for SARSCoV-2 Spike protein. The consequences of using angiotensin-converting enzyme inhibitors (ACEi) and angiotensin receptor blockers (ARB) during the COVID-19 pandemic are unknown. METHODS: A retrospective cohort study aiming to identify the odds of severe disease (defined as either hospitalization of ≥14 days, admission to the intensive care unit, or death) associated with exposure to ACEi or ARB was conducted. Adult patients (age ≥18 years) with COVID-19 admitted to the İstanbul Faculty of Medicine Corona Center between March 9 and May 11, 2020, were included. Chronic users of ACEi, ARB, or other antihypertensive drugs were matched according to age, sex, sick days before hospitalization, comorbidities, smoking, number of antihypertensive regimens, doxazosin use, furosemide use, and serum creatinine level. Odds ratios (OR) of having severe disease were calculated. RESULTS: In total, 611 patients were admitted with COVID-19, confirmed by either reverse-transcriptase polymerase chain reaction or computed tomography (CT). There were 363 males, and the age ranged from 18 to 98 years, with an average age of 57±15 years. Of these, 165 participants had severe disease (53 deaths, case fatality rate: 8.7%). Among those with hypertension (n=249), ARB exposure was compatible with decreased odds (OR=0.60, 95% CI: 0.27-1.36, p=0.31) of severe disease though not statistically significant, while ACEi exposure significantly reduced the risk of severe disease (OR=0.37, 95% CI: 0.15-0.87, p=0.03). ACEi exposure was associated with milder infiltrations seen on baseline CT, lower C-reactive protein and ferritin, higher monocytes, shorter hospitalization, and less requirement for specific empirical treatments (favipiravir and meropenem). CONCLUSION: Our data suggest that exposure to ACEi drugs may have favorable effects in the context of COVID-19 pneumonia.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1097/HJH.0000000000002584,Baseline use of angiotensin-converting enzyme inhibitor/AT1 blocker and outcomes in hospitalized coronavirus disease 2019 African-American patients.,"OBJECTIVES: The primary objective of this study is to determine the effect of baseline use of angiotensin-converting enzyme inhibitor (ACE-i)/AT1 blocker (ARB) on mortality in hospitalized coronavirus disease 2019 (Covid-19) African-American patients. The secondary objectives are, to determine the effect of baseline use of ACE-i/ARB on the need for mechanical ventilation, new dialysis, ICU care, and on composite of above-mentioned outcomes in the same cohort. METHODS: In this retrospective study, we analyzed data using electronic medical records from all hospitalized Covid-19 African-American patients, who either died in the hospital or survived to discharge between 2 March and 22 May 2020. Patients were divided into two groups, those on ACE-i/ARB at baseline and those not on them. We used Pearson chi-square test for categorical variables, and Student's t test for continuous variables. We performed multiple logistic regression to test the primary and secondary objectives using SAS 9.4. RESULTS: Out of 531 patients included in the analysis, 207 (39%) were on ACE-i/ARB at baseline. Patients in ACE-i/ARB group were older (64 vs. 57 years, P < 0.001), and had higher prevalence of hypertension (96.6 vs. 69.4%, P < 0.001) and diabetes mellitus (55.6 vs. 34.9%, P < 0.001). There was no difference in sex, BMI, other comorbidities, and presenting illness severity among the groups. After adjustment of multiple covariates, there was no difference in outcomes between the two groups including mortality, need for mechanical ventilation, new dialysis, ICU care, as well as composite outcomes. CONCLUSION: Baseline use of ACE-i/ARB does not worsen outcomes in hospitalized Covid-19 African-American patients.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1053/j.gastro.2020.05.034,"Associations Between Angiotensin-Converting Enzyme Inhibitors and Angiotensin II Receptor Blocker Use, Gastrointestinal Symptoms, and Mortality Among Patients With COVID-19.",No abstract found,,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1093/cid/ciaa492,Clinical Impact of Renin-angiotensin System Inhibitors on In-hospital Mortality of Patients With Hypertension Hospitalized for Coronavirus Disease 2019.,No abstract found,,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1007/s40264-020-00994-5,"Renin-Angiotensin-Aldosterone System Inhibitors and Risk of Death in Patients Hospitalised with COVID-19: A Retrospective Italian Cohort Study of 43,000 Patients.","INTRODUCTION: The epidemic due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection has been spreading globally, raising increasing concerns. There are several controversial hypotheses on the potentially harmful or beneficial effects of antihypertensive drugs acting on the renin-angiotensin-aldosterone system (RAAS) in coronavirus disease 2019 (COVID-19). Furthermore, there is accumulating evidence, based on several observational studies, that angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) do not increase the risk of contracting SARS-CoV-2 infection. On the other hand, conflicting findings regarding the role of ACEIs/ARBs as prognosis modifiers in COVID-19 hospitalised patients have been reported. OBJECTIVE: The aim of this large-scale, retrospective cohort study was to investigate whether prior exposure to ACEIs and/or ARBs was associated with all-cause mortality among over 40,000 hospitalised COVID-19 patients compared with calcium channel blockers (CCBs), a potential therapeutic alternative. METHODS: This study was conducted using COVID-19 registries linked to claims databases from Lombardy, Veneto and Reggio Emilia (overall, 25% of Italian population). Overall, 42,926 patients hospitalised between 21 February and 21 April 2020 with a diagnosis of COVID-19 confirmed by real-time polymerase chain reaction tests were included in this study. All-cause mortality occurring in or out of hospital, as reported in the COVID-19 registry, was estimated. Using Cox models, adjusted hazard ratios (HRs) of all-cause mortality (along with 95% confidence intervals [CIs]) were estimated separately for ACEIs/ARBs and other antihypertensives versus CCBs and non-use. RESULTS: Overall, 11,205 in- and out-of-hospital deaths occurred over a median of 24 days of follow-up after hospital admission due to COVID-19. Compared with CCBs, adjusted analyses showed no difference in the risk of death among ACEI (HR 0.97, 95% CI 0.89-1.06) or ARB (HR 0.98, 95% CI 0.89-1.06) users. When non-use of antihypertensives was considered as a comparator, a modest statistically significant increase in mortality risk was observed for any antihypertensive use. However, when restricting to drugs with antihypertensive indications only, these marginal increases disappeared. Sensitivity and subgroup analyses confirmed our main findings. CONCLUSIONS: ACEI/ARB use is not associated with either an increased or decreased risk of all-cause mortality, compared with CCB use, in the largest cohort of hospitalised COVID-19 patients exposed to these drugs studied to date. The use of these drugs therefore does not affect the prognosis of COVID-19. This finding strengthens recommendations of international regulatory agencies about not withdrawing/switching ACEI/ARB treatments to modify COVID-19 prognosis.",,,,,
Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19,good,10.1007/s11684-020-0800-y,Use of angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers in context of COVID-19 outbreak: a retrospective analysis.,"The possible effects of angiotensin-converting enzyme inhibitors (ACEIs) or angiotensin II receptor blockers (ARBs) on COVID-19 disease severity have generated considerable debate. We performed a single-center, retrospective analysis of hospitalized adult COVID-19 patients in Wuhan, China, who had definite clinical outcome (dead or discharged) by February 15, 2020. Patients on anti-hypertensive treatment with or without ACEI/ARB were compared on their clinical characteristics and outcomes. The medical records from 702 patients were screened. Among the 101 patients with a history of hypertension and taking at least one anti-hypertensive medication, 40 patients were receiving ACEI/ARB as part of their regimen, and 61 patients were on antihypertensive medication other than ACEI/ARB. We observed no statistically significant differences in percentages of in-hospital mortality (28% vs. 34%, P = 0.46), ICU admission (20% vs. 28%, P = 0.37) or invasive mechanical ventilation (18% vs. 26%, P = 0.31) between patients with or without ACEI/ARB treatment. Further multivariable adjustment of age and gender did not provide evidence for a significant association between ACEI/ARB treatment and severe COVID-19 outcomes. Our findings confirm the lack of an association between chronic receipt of renin-angiotensin system antagonists and severe outcomes of COVID-19. Patients should continue previous anti-hypertensive therapy until further evidence is available.",,,,,
