Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Suboptimal Quality and High Risk of Bias in Diagnostic Test Accuracy Studies at Chest Radiography and CT in the Acute Setting of the COVID-19 Pandemic,good,10.1148/radiol.2020200642,Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.,"Background Chest CT is used in the diagnosis of coronavirus disease 2019 (COVID-19) and is an important complement to reverse-transcription polymerase chain reaction (RT-PCR) tests. Purpose To investigate the diagnostic value and consistency of chest CT as compared with RT-PCR assay in COVID-19. Materials and Methods This study included 1014 patients in Wuhan, China, who underwent both chest CT and RT-PCR tests between January 6 and February 6, 2020. With use of RT-PCR as the reference standard, the performance of chest CT in the diagnosis of COVID-19 was assessed. In addition, for patients with multiple RT-PCR assays, the dynamic conversion of RT-PCR results (negative to positive, positive to negative) was analyzed as compared with serial chest CT scans for those with a time interval between RT-PCR tests of 4 days or more. Results Of the 1014 patients, 601 of 1014 (59%) had positive RT-PCR results and 888 of 1014 (88%) had positive chest CT scans. The sensitivity of chest CT in suggesting COVID-19 was 97% (95% confidence interval: 95%, 98%; 580 of 601 patients) based on positive RT-PCR results. In the 413 patients with negative RT-PCR results, 308 of 413 (75%) had positive chest CT findings. Of those 308 patients, 48% (103 of 308) were considered as highly likely cases and 33% (103 of 308) as probable cases. At analysis of serial RT-PCR assays and CT scans, the mean interval between the initial negative to positive RT-PCR results was 5.1 days ± 1.5; the mean interval between initial positive to subsequent negative RT-PCR results was 6.9 days ± 2.3. Of the 1014 patients, 60% (34 of 57) to 93% (14 of 15) had initial positive CT scans consistent with COVID-19 before (or parallel to) the initial positive RT-PCR results. Twenty-four of 57 patients (42%) showed improvement on follow-up chest CT scans before the RT-PCR results turned negative. Conclusion Chest CT has a high sensitivity for diagnosis of coronavirus disease 2019 (COVID-19). Chest CT may be considered as a primary tool for the current COVID-19 detection in epidemic areas. © RSNA, 2020",15, observational,1014, not applicable, convenience sampling
Suboptimal Quality and High Risk of Bias in Diagnostic Test Accuracy Studies at Chest Radiography and CT in the Acute Setting of the COVID-19 Pandemic,good,10.1007/s00330-020-06829-2,A diagnostic model for coronavirus disease 2019 (COVID-19) based on radiological semantic and clinical features: a multi-center study.,"OBJECTIVES: Rapid and accurate diagnosis of coronavirus disease 2019 (COVID-19) is critical during the epidemic. We aim to identify differences in CT imaging and clinical manifestations between pneumonia patients with and without COVID-19, and to develop and validate a diagnostic model for COVID-19 based on radiological semantic and clinical features alone. METHODS: A consecutive cohort of 70 COVID-19 and 66 non-COVID-19 pneumonia patients were retrospectively recruited from five institutions. Patients were divided into primary (n = 98) and validation (n = 38) cohorts. The chi-square test, Student's t test, and Kruskal-Wallis H test were performed, comparing 1745 lesions and 67 features in the two groups. Three models were constructed using radiological semantic and clinical features through multivariate logistic regression. Diagnostic efficacies of developed models were quantified by receiver operating characteristic curve. Clinical usage was evaluated by decision curve analysis and nomogram. RESULTS: Eighteen radiological semantic features and seventeen clinical features were identified to be significantly different. Besides ground-glass opacities (p = 0.032) and consolidation (p = 0.001) in the lung periphery, the lesion size (1-3 cm) is also significant for the diagnosis of COVID-19 (p = 0.027). Lung score presents no significant difference (p = 0.417). Three diagnostic models achieved an area under the curve value as high as 0.986 (95% CI 0.966~1.000). The clinical and radiological semantic models provided a better diagnostic performance and more considerable net benefits. CONCLUSIONS: Based on CT imaging and clinical manifestations alone, the pneumonia patients with and without COVID-19 can be distinguished. A model composed of radiological semantic and clinical features has an excellent performance for the diagnosis of COVID-19. KEY POINTS: • Based on CT imaging and clinical manifestations alone, the pneumonia patients with and without COVID-19 can be distinguished. • A diagnostic model for COVID-19 was developed and validated using radiological semantic and clinical features, which had an area under the curve value of 0.986 (95% CI 0.966~1.000) and 0.936 (95% CI 0.866~1.000) in the primary and validation cohorts, respectively.",29, multi-center study,136,66, convenience sampling
Suboptimal Quality and High Risk of Bias in Diagnostic Test Accuracy Studies at Chest Radiography and CT in the Acute Setting of the COVID-19 Pandemic,good,10.1007/s11604-020-00958-w,Diagnostic performance of chest CT to differentiate COVID-19 pneumonia in non-high-epidemic area in Japan.,"PURPOSE: To evaluate the diagnostic performance of chest CT to differentiate coronavirus disease 2019 (COVID-19) pneumonia in non-high-epidemic area in Japan. MATERIALS AND METHODS: This retrospective study included 21 patients clinically suspected COVID-19 pneumonia and underwent chest CT more than 3 days after the symptom onset: six patients confirmed COVID-19 pneumonia by real-time reverse-transcription polymerase chain reaction (RT-PCR) and 15 patients proved uninfected. Using a Likert scale and its receiver operating characteristic curve analysis, two radiologists (R1/R2) evaluated the diagnostic performance of the five CT criteria: (1) ground glass opacity (GGO)-predominant lesions, (2) GGO- and peripheral-predominant lesions, (3) bilateral GGO-predominant lesions; (4) bilateral GGO- and peripheral-predominant lesions, and (5) bilateral GGO- and peripheral-predominant lesions without nodules, airway abnormalities, pleural effusion, and mediastinal lymphadenopathy. RESULTS: All patients confirmed COVID-19 pneumonia had bilateral GGO- and peripheral-predominant lesions without airway abnormalities, mediastinal lymphadenopathy, and pleural effusion. The five CT criteria showed moderate to excellent diagnostic performance with area under the curves (AUCs) ranging 0.77-0.88 for R1 and 0.78-0.92 for R2. The criterion (e) showed the highest AUC. CONCLUSION: Chest CT would play a supplemental role to differentiate COVID-19 pneumonia from other respiratory diseases presenting with similar symptoms in a clinical setting.",19, observational,21,15, convenience sampling
Laboratory Findings Comorbidities and Clinical Outcomes Comparing Medical Staff versus the General Population,good,10.1001/jama.2020.1585,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus-Infected Pneumonia in Wuhan, China.","IMPORTANCE: In December 2019, novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, China. The number of cases has increased rapidly but information on the clinical characteristics of affected patients is limited. OBJECTIVE: To describe the epidemiological and clinical characteristics of NCIP. DESIGN, SETTING, AND PARTICIPANTS: Retrospective, single-center case series of the 138 consecutive hospitalized patients with confirmed NCIP at Zhongnan Hospital of Wuhan University in Wuhan, China, from January 1 to January 28, 2020; final date of follow-up was February 3, 2020. EXPOSURES: Documented NCIP. MAIN OUTCOMES AND MEASURES: Epidemiological, demographic, clinical, laboratory, radiological, and treatment data were collected and analyzed. Outcomes of critically ill patients and noncritically ill patients were compared. Presumed hospital-related transmission was suspected if a cluster of health professionals or hospitalized patients in the same wards became infected and a possible source of infection could be tracked. RESULTS: Of 138 hospitalized patients with NCIP, the median age was 56 years (interquartile range, 42-68; range, 22-92 years) and 75 (54.3%) were men. Hospital-associated transmission was suspected as the presumed mechanism of infection for affected health professionals (40 [29%]) and hospitalized patients (17 [12.3%]). Common symptoms included fever (136 [98.6%]), fatigue (96 [69.6%]), and dry cough (82 [59.4%]). Lymphopenia (lymphocyte count, 0.8 × 109/L [interquartile range {IQR}, 0.6-1.1]) occurred in 97 patients (70.3%), prolonged prothrombin time (13.0 seconds [IQR, 12.3-13.7]) in 80 patients (58%), and elevated lactate dehydrogenase (261 U/L [IQR, 182-403]) in 55 patients (39.9%). Chest computed tomographic scans showed bilateral patchy shadows or ground glass opacity in the lungs of all patients. Most patients received antiviral therapy (oseltamivir, 124 [89.9%]), and many received antibacterial therapy (moxifloxacin, 89 [64.4%]; ceftriaxone, 34 [24.6%]; azithromycin, 25 [18.1%]) and glucocorticoid therapy (62 [44.9%]). Thirty-six patients (26.1%) were transferred to the intensive care unit (ICU) because of complications, including acute respiratory distress syndrome (22 [61.1%]), arrhythmia (16 [44.4%]), and shock (11 [30.6%]). The median time from first symptom to dyspnea was 5.0 days, to hospital admission was 7.0 days, and to ARDS was 8.0 days. Patients treated in the ICU (n = 36), compared with patients not treated in the ICU (n = 102), were older (median age, 66 years vs 51 years), were more likely to have underlying comorbidities (26 [72.2%] vs 38 [37.3%]), and were more likely to have dyspnea (23 [63.9%] vs 20 [19.6%]), and anorexia (24 [66.7%] vs 31 [30.4%]). Of the 36 cases in the ICU, 4 (11.1%) received high-flow oxygen therapy, 15 (41.7%) received noninvasive ventilation, and 17 (47.2%) received invasive ventilation (4 were switched to extracorporeal membrane oxygenation). As of February 3, 47 patients (34.1%) were discharged and 6 died (overall mortality, 4.3%), but the remaining patients are still hospitalized. Among those discharged alive (n = 47), the median hospital stay was 10 days (IQR, 7.0-14.0). CONCLUSIONS AND RELEVANCE: In this single-center case series of 138 hospitalized patients with confirmed NCIP in Wuhan, China, presumed hospital-related transmission of 2019-nCoV was suspected in 41% of patients, 26% of patients received ICU care, and mortality was 4.3%.",32, N/A, N/A, N/A, N/A
Laboratory Findings Comorbidities and Clinical Outcomes Comparing Medical Staff versus the General Population,good,10.1136/bmj.m606,"Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series.","OBJECTIVE: To study the clinical characteristics of patients in Zhejiang province, China, infected with the 2019 severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2) responsible for coronavirus disease 2019 (covid-2019). DESIGN: Retrospective case series. SETTING: Seven hospitals in Zhejiang province, China. PARTICIPANTS: 62 patients admitted to hospital with laboratory confirmed SARS-Cov-2 infection. Data were collected from 10 January 2020 to 26 January 2020. MAIN OUTCOME MEASURES: Clinical data, collected using a standardised case report form, such as temperature, history of exposure, incubation period. If information was not clear, the working group in Hangzhou contacted the doctor responsible for treating the patient for clarification. RESULTS: Of the 62 patients studied (median age 41 years), only one was admitted to an intensive care unit, and no patients died during the study. According to research, none of the infected patients in Zhejiang province were ever exposed to the Huanan seafood market, the original source of the virus; all studied cases were infected by human to human transmission. The most common symptoms at onset of illness were fever in 48 (77%) patients, cough in 50 (81%), expectoration in 35 (56%), headache in 21 (34%), myalgia or fatigue in 32 (52%), diarrhoea in 3 (8%), and haemoptysis in 2 (3%). Only two patients (3%) developed shortness of breath on admission. The median time from exposure to onset of illness was 4 days (interquartile range 3-5 days), and from onset of symptoms to first hospital admission was 2 (1-4) days. CONCLUSION: As of early February 2020, compared with patients initially infected with SARS-Cov-2 in Wuhan, the symptoms of patients in Zhejiang province are relatively mild.",16, retrospective case series,62, N/A, convenience sampling
Laboratory Findings Comorbidities and Clinical Outcomes Comparing Medical Staff versus the General Population,good,10.1007/s11427-020-1661-4,"Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among close contacts in Nanjing, China.","Previous studies have showed clinical characteristics of patients with the 2019 novel coronavirus disease (COVID-19) and the evidence of person-to-person transmission. Limited data are available for asymptomatic infections. This study aims to present the clinical characteristics of 24 cases with asymptomatic infection screened from close contacts and to show the transmission potential of asymptomatic COVID-19 virus carriers. Epidemiological investigations were conducted among all close contacts of COVID-19 patients (or suspected patients) in Nanjing, Jiangsu Province, China, from Jan 28 to Feb 9, 2020, both in clinic and in community. Asymptomatic carriers were laboratory-confirmed positive for the COVID-19 virus by testing the nucleic acid of the pharyngeal swab samples. Their clinical records, laboratory assessments, and chest CT scans were reviewed. As a result, none of the 24 asymptomatic cases presented any obvious symptoms while nucleic acid screening. Five cases (20.8%) developed symptoms (fever, cough, fatigue, etc.) during hospitalization. Twelve (50.0%) cases showed typical CT images of ground-glass chest and 5 (20.8%) presented stripe shadowing in the lungs. The remaining 7 (29.2%) cases showed normal CT image and had no symptoms during hospitalization. These 7 cases were younger (median age: 14.0 years; P=0.012) than the rest. None of the 24 cases developed severe COVID-19 pneumonia or died. The median communicable period, defined as the interval from the first day of positive nucleic acid tests to the first day of continuous negative tests, was 9.5 days (up to 21 days among the 24 asymptomatic cases). Through epidemiological investigation, we observed a typical asymptomatic transmission to the cohabiting family members, which even caused severe COVID-19 pneumonia. Overall, the asymptomatic carriers identified from close contacts were prone to be mildly ill during hospitalization. However, the communicable period could be up to three weeks and the communicated patients could develop severe illness. These results highlighted the importance of close contact tracing and longitudinally surveillance via virus nucleic acid tests. Further isolation recommendation and continuous nucleic acid tests may also be recommended to the patients discharged.",42, observational,24, N/A, convenience sampling
Laboratory Findings Comorbidities and Clinical Outcomes Comparing Medical Staff versus the General Population,good,10.1136/bmj.m1091,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study.,"OBJECTIVE: To delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) who died. DESIGN: Retrospective case series. SETTING: Tongji Hospital in Wuhan, China. PARTICIPANTS: Among a cohort of 799 patients, 113 who died and 161 who recovered with a diagnosis of covid-19 were analysed. Data were collected until 28 February 2020. MAIN OUTCOME MEASURES: Clinical characteristics and laboratory findings were obtained from electronic medical records with data collection forms. RESULTS: The median age of deceased patients (68 years) was significantly older than recovered patients (51 years). Male sex was more predominant in deceased patients (83; 73%) than in recovered patients (88; 55%). Chronic hypertension and other cardiovascular comorbidities were more frequent among deceased patients (54 (48%) and 16 (14%)) than recovered patients (39 (24%) and 7 (4%)). Dyspnoea, chest tightness, and disorder of consciousness were more common in deceased patients (70 (62%), 55 (49%), and 25 (22%)) than in recovered patients (50 (31%), 48 (30%), and 1 (1%)). The median time from disease onset to death in deceased patients was 16 (interquartile range 12.0-20.0) days. Leukocytosis was present in 56 (50%) patients who died and 6 (4%) who recovered, and lymphopenia was present in 103 (91%) and 76 (47%) respectively. Concentrations of alanine aminotransferase, aspartate aminotransferase, creatinine, creatine kinase, lactate dehydrogenase, cardiac troponin I, N-terminal pro-brain natriuretic peptide, and D-dimer were markedly higher in deceased patients than in recovered patients. Common complications observed more frequently in deceased patients included acute respiratory distress syndrome (113; 100%), type I respiratory failure (18/35; 51%), sepsis (113; 100%), acute cardiac injury (72/94; 77%), heart failure (41/83; 49%), alkalosis (14/35; 40%), hyperkalaemia (42; 37%), acute kidney injury (28; 25%), and hypoxic encephalopathy (23; 20%). Patients with cardiovascular comorbidity were more likely to develop cardiac complications. Regardless of history of cardiovascular disease, acute cardiac injury and heart failure were more common in deceased patients. CONCLUSION: Severe acute respiratory syndrome coronavirus 2 infection can cause both pulmonary and systemic inflammation, leading to multi-organ dysfunction in patients at high risk. Acute respiratory distress syndrome and respiratory failure, sepsis, acute cardiac injury, and heart failure were the most common critical complications during exacerbation of covid-19.",22, retrospective case series,799,161, convenience sampling
Laboratory Findings Comorbidities and Clinical Outcomes Comparing Medical Staff versus the General Population,good,10.1101/2020.03.09.20033118,Review of Publicly Available State Reimbursement Policies for Removal and Reinsertion of Long-Acting Reversible Contraception.,"PURPOSE: We examined reimbursement policies for the removal and reinsertion of long-acting reversible contraception (LARC). PATIENTS AND METHODS: We conducted a standardized, web-based review of publicly available state policies for language on reimbursement of LARC removal and reinsertion. We also summarized policy language on barriers to reimbursement for LARC removal and reinsertion. RESULTS: Twenty-six (52%) of the 50 states had publicly available policies that addressed reimbursement for LARC removal. Of these 26 states, 14 (28%) included language on reimbursement for LARC reinsertion. Eleven (42%) of 26 states included language on additional requirements for reimbursement for removal and/or reinsertion: five state policies included language with other requirements for removal only, three policies included language with additional requirements for reinsertion only, and three included language with additional requirements for both. Three state policies specified no restrictions be placed on reimbursement for removal and one specified no restrictions be placed on reimbursement for reinsertion. CONCLUSION: Half of the states in the US do not have publicly available policies on reimbursement for the removal and reinsertion of LARC devices. Inclusion of unrestricted access to these services is important for contraceptive choice and reproductive autonomy. This review was done to understand how state policies reimburse providers who remove and then may reinsert a woman’s long-acting, reversible contraception (LARC) device. In this policy review, we found that more than half of all states reimburse providers for removing a LARC device. Of those states, half reimburse providers for reinserting a LARC device if a woman chooses it. Some states also identify reasons why state policies may or may not reimburse for LARC device removal or reinsertion. If women do not have the option to remove a LARC, they may not choose it, and this affects how they decide on the options to prevent a pregnancy.",34, retrospective,101, N/A, convenience sampling
Sex-Specific COVID-19 Clinical Outcomes,good,10.1016/j.accpm.2020.04.001,SARS-CoV-2 in Spanish Intensive Care Units: Early experience with 15-day survival in Vitoria.,"PURPOSE: Community transmission of SARS-CoV-2 was detected in Spain in February 2020, with 216% intensive care unit (ICU) capacity expanded in Vitoria by March 18 METHODS: We identified patients from the two public hospitals in Vitoria who were admitted to ICU with confirmed infection by SARS-CoV-2. Data reported here were available in April 6th, 2020. Mortality was assessed in those who completed 15-days of ICU stay. RESULTS: We identified 48 patients (27 males) with confirmed SARS-CoV-2. Median [interquartile range (IQR)] age of patients was 63 [51-75] years. Symptoms began a median of 7 [5-12] days before ICU admission. The most common comorbidities identified were obesity (48%), arterial hypertension (44%) and chronic lung disease (37%). All patients were admitted by hypoxemic respiratory failure and none received non-invasive mechanical ventilation. Forty-five (94%) underwent intubation, 3 (6%) high flow nasal therapy (HFNT), 1 (2%) extracorporeal membrane oxygenation (ECMO) and 22 (46%) required prone position. After 15 days, 14/45 (31%) intubated patients died (13% within one week), 10/45 (22%) were extubated, and 21/45 (47%) underwent mechanical ventilation. Six patients had documented super-infection. Procalcitonin plasma above 0.5μg/L was associated with 16% vs. 19% (p=0.78) risk of death after 7 days. CONCLUSION: This early experience with SARS-CoV-2 in Spain suggests that a strategy of right oxygenation avoiding non-invasive mechanical ventilation was life-saving. Seven-day mortality in SARS-CoV-2 requiring intubation was lower than 15%, with 80% of patients still requiring mechanical ventilation. After 15 days of ICU admission, half of patients remained intubated, whereas one third died.",15, observational,48, n/a, convenience sampling
Sex-Specific COVID-19 Clinical Outcomes,good,10.1136/bmj.m1091,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study.,"OBJECTIVE: To delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) who died. DESIGN: Retrospective case series. SETTING: Tongji Hospital in Wuhan, China. PARTICIPANTS: Among a cohort of 799 patients, 113 who died and 161 who recovered with a diagnosis of covid-19 were analysed. Data were collected until 28 February 2020. MAIN OUTCOME MEASURES: Clinical characteristics and laboratory findings were obtained from electronic medical records with data collection forms. RESULTS: The median age of deceased patients (68 years) was significantly older than recovered patients (51 years). Male sex was more predominant in deceased patients (83; 73%) than in recovered patients (88; 55%). Chronic hypertension and other cardiovascular comorbidities were more frequent among deceased patients (54 (48%) and 16 (14%)) than recovered patients (39 (24%) and 7 (4%)). Dyspnoea, chest tightness, and disorder of consciousness were more common in deceased patients (70 (62%), 55 (49%), and 25 (22%)) than in recovered patients (50 (31%), 48 (30%), and 1 (1%)). The median time from disease onset to death in deceased patients was 16 (interquartile range 12.0-20.0) days. Leukocytosis was present in 56 (50%) patients who died and 6 (4%) who recovered, and lymphopenia was present in 103 (91%) and 76 (47%) respectively. Concentrations of alanine aminotransferase, aspartate aminotransferase, creatinine, creatine kinase, lactate dehydrogenase, cardiac troponin I, N-terminal pro-brain natriuretic peptide, and D-dimer were markedly higher in deceased patients than in recovered patients. Common complications observed more frequently in deceased patients included acute respiratory distress syndrome (113; 100%), type I respiratory failure (18/35; 51%), sepsis (113; 100%), acute cardiac injury (72/94; 77%), heart failure (41/83; 49%), alkalosis (14/35; 40%), hyperkalaemia (42; 37%), acute kidney injury (28; 25%), and hypoxic encephalopathy (23; 20%). Patients with cardiovascular comorbidity were more likely to develop cardiac complications. Regardless of history of cardiovascular disease, acute cardiac injury and heart failure were more common in deceased patients. CONCLUSION: Severe acute respiratory syndrome coronavirus 2 infection can cause both pulmonary and systemic inflammation, leading to multi-organ dysfunction in patients at high risk. Acute respiratory distress syndrome and respiratory failure, sepsis, acute cardiac injury, and heart failure were the most common critical complications during exacerbation of covid-19.",22, retrospective case series,799,161, convenience sampling
Sex-Specific COVID-19 Clinical Outcomes,good,10.1056/NEJMoa2002032,Clinical Characteristics of Coronavirus Disease 2019 in China.,"BACKGROUND: Since December 2019, when coronavirus disease 2019 (Covid-19) emerged in Wuhan city and rapidly spread throughout China, data have been needed on the clinical characteristics of the affected patients. METHODS: We extracted data regarding 1099 patients with laboratory-confirmed Covid-19 from 552 hospitals in 30 provinces, autonomous regions, and municipalities in mainland China through January 29, 2020. The primary composite end point was admission to an intensive care unit (ICU), the use of mechanical ventilation, or death. RESULTS: The median age of the patients was 47 years; 41.9% of the patients were female. The primary composite end point occurred in 67 patients (6.1%), including 5.0% who were admitted to the ICU, 2.3% who underwent invasive mechanical ventilation, and 1.4% who died. Only 1.9% of the patients had a history of direct contact with wildlife. Among nonresidents of Wuhan, 72.3% had contact with residents of Wuhan, including 31.3% who had visited the city. The most common symptoms were fever (43.8% on admission and 88.7% during hospitalization) and cough (67.8%). Diarrhea was uncommon (3.8%). The median incubation period was 4 days (interquartile range, 2 to 7). On admission, ground-glass opacity was the most common radiologic finding on chest computed tomography (CT) (56.4%). No radiographic or CT abnormality was found in 157 of 877 patients (17.9%) with nonsevere disease and in 5 of 173 patients (2.9%) with severe disease. Lymphocytopenia was present in 83.2% of the patients on admission. CONCLUSIONS: During the first 2 months of the current outbreak, Covid-19 spread rapidly throughout China and caused varying degrees of illness. Patients often presented without fever, and many did not have abnormal radiologic findings. (Funded by the National Health Commission of China and others.).",24, observational,1099, N/A, convenience sampling
Sex-Specific COVID-19 Clinical Outcomes,good,10.1002/oby.22831,High Prevalence of Obesity in Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) Requiring Invasive Mechanical Ventilation.,"OBJECTIVE: The COVID-19 pandemic is rapidly spreading worldwide, notably in Europe and North America where obesity is highly prevalent. The relation between obesity and severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has not been fully documented. METHODS: This retrospective cohort study analyzed the relationship between clinical characteristics, including BMI, and the requirement for invasive mechanical ventilation (IMV) in 124 consecutive patients admitted in intensive care for SARS-CoV-2 in a single French center. RESULTS: Obesity (BMI > 30) and severe obesity (BMI > 35) were present in 47.6% and 28.2% of cases, respectively. Overall, 85 patients (68.6%) required IMV. The proportion of patients who required IMV increased with BMI categories (P < 0.01, χ CONCLUSIONS: The present study showed a high frequency of obesity among patients admitted in intensive care for SARS-CoV-2. Disease severity increased with BMI. Obesity is a risk factor for SARS-CoV-2 severity, requiring increased attention to preventive measures in susceptible individuals.",19, cohort,124,306, convenience sampling
Sex-Specific COVID-19 Clinical Outcomes,good,10.1001/jama.2020.1585,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus-Infected Pneumonia in Wuhan, China.","IMPORTANCE: In December 2019, novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, China. The number of cases has increased rapidly but information on the clinical characteristics of affected patients is limited. OBJECTIVE: To describe the epidemiological and clinical characteristics of NCIP. DESIGN, SETTING, AND PARTICIPANTS: Retrospective, single-center case series of the 138 consecutive hospitalized patients with confirmed NCIP at Zhongnan Hospital of Wuhan University in Wuhan, China, from January 1 to January 28, 2020; final date of follow-up was February 3, 2020. EXPOSURES: Documented NCIP. MAIN OUTCOMES AND MEASURES: Epidemiological, demographic, clinical, laboratory, radiological, and treatment data were collected and analyzed. Outcomes of critically ill patients and noncritically ill patients were compared. Presumed hospital-related transmission was suspected if a cluster of health professionals or hospitalized patients in the same wards became infected and a possible source of infection could be tracked. RESULTS: Of 138 hospitalized patients with NCIP, the median age was 56 years (interquartile range, 42-68; range, 22-92 years) and 75 (54.3%) were men. Hospital-associated transmission was suspected as the presumed mechanism of infection for affected health professionals (40 [29%]) and hospitalized patients (17 [12.3%]). Common symptoms included fever (136 [98.6%]), fatigue (96 [69.6%]), and dry cough (82 [59.4%]). Lymphopenia (lymphocyte count, 0.8 × 109/L [interquartile range {IQR}, 0.6-1.1]) occurred in 97 patients (70.3%), prolonged prothrombin time (13.0 seconds [IQR, 12.3-13.7]) in 80 patients (58%), and elevated lactate dehydrogenase (261 U/L [IQR, 182-403]) in 55 patients (39.9%). Chest computed tomographic scans showed bilateral patchy shadows or ground glass opacity in the lungs of all patients. Most patients received antiviral therapy (oseltamivir, 124 [89.9%]), and many received antibacterial therapy (moxifloxacin, 89 [64.4%]; ceftriaxone, 34 [24.6%]; azithromycin, 25 [18.1%]) and glucocorticoid therapy (62 [44.9%]). Thirty-six patients (26.1%) were transferred to the intensive care unit (ICU) because of complications, including acute respiratory distress syndrome (22 [61.1%]), arrhythmia (16 [44.4%]), and shock (11 [30.6%]). The median time from first symptom to dyspnea was 5.0 days, to hospital admission was 7.0 days, and to ARDS was 8.0 days. Patients treated in the ICU (n = 36), compared with patients not treated in the ICU (n = 102), were older (median age, 66 years vs 51 years), were more likely to have underlying comorbidities (26 [72.2%] vs 38 [37.3%]), and were more likely to have dyspnea (23 [63.9%] vs 20 [19.6%]), and anorexia (24 [66.7%] vs 31 [30.4%]). Of the 36 cases in the ICU, 4 (11.1%) received high-flow oxygen therapy, 15 (41.7%) received noninvasive ventilation, and 17 (47.2%) received invasive ventilation (4 were switched to extracorporeal membrane oxygenation). As of February 3, 47 patients (34.1%) were discharged and 6 died (overall mortality, 4.3%), but the remaining patients are still hospitalized. Among those discharged alive (n = 47), the median hospital stay was 10 days (IQR, 7.0-14.0). CONCLUSIONS AND RELEVANCE: In this single-center case series of 138 hospitalized patients with confirmed NCIP in Wuhan, China, presumed hospital-related transmission of 2019-nCoV was suspected in 41% of patients, 26% of patients received ICU care, and mortality was 4.3%.",40, Not applicable, Not applicable, Not applicable, Not applicable
Sex-Specific COVID-19 Clinical Outcomes,good,10.1016/j.cmi.2020.03.032,Clinical characteristics of non-critically ill patients with novel coronavirus infection (COVID-19) in a Fangcang Hospital.,"OBJECTIVES: To describe the clinical characteristics of patients in a Fangcang Hospital. METHODS: Non-critically ill individuals with positive SARS-CoV-2 RT-PCR tests admitted between 7 February and 12 February 2020 to Dongxihu Fangcang Hospital, which was promptly constructed because of the rapid, exponential increase in COVID-19 patients in Wuhan, China, were included; clinical course through to 22 February was recorded. RESULTS: A total of 1012 non-critically ill individuals with positive SARS-CoV-2 RT-PCR tests were included in the study. Thirty (of 1012, 3.0%) individuals were asymptomatic on admission. During hospitalization, 16 of 30 (53.3%) asymptomatic individuals developed different symptoms. Fourteen of 1012 patients (1.4%) remained asymptomatic from exposure to the end of follow up, with a median duration of 24 days (interquartile range 22-27). Fever (761 of 1012, 75.2%) and cough (531 of 1012, 52.4%) were the most common symptoms. Small patchy opacities (355 of 917, 38.7%) and ground-glass opacities (508 of 917, 55.4%) were common imaging manifestations in chest CT scans. One hundred patients (9.9%) were transferred to designated hospitals due to aggravation of illness. Diarrhoea emerged in 152 of 1012 patients (15.0%). Male, older age, diabetes, cardiovascular diseases, chills, dyspnoea, So CONCLUSIONS: Non-critically ill individuals had different clinical characteristics from critically ill individuals. Asymptomatic infections only accounted for a small proportion of COVID-19. Although with a low incidence, diarrhoea was observed in patients with COVID-19, indicating the possibility of faecal-oral transmission.",17, observational,1012, N/A, convenience sampling
